Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
10.42.0.21-10.42.0.105-9999-38988-6,10.42.0.105,38988,10.42.0.21,9999,6,10/03/2025 20:28,101151,4,7,106,49,106,0,26.5,53,49,0,7,18.52025918,1532.362508,108.748307,10115.1,27822.2103,89091,79,94177,31392.33333,52369.7373,91853,177,99524,16587.33333,35641.78235,89091,79,0,0,0,0,80,164,39.5448389,69.20346808,0,106,12.91666667,32.52260286,1057.719697,0,1,0,0,0,0,0,0,1,14.09090909,26.5,7,0,0,0,0,0,0,4,106,7,49,-1,4356,1,0,0,0,0,0,0,0,0,0,No Label
10.42.0.21-10.42.0.105-9999-38988-6,10.42.0.21,9999,10.42.0.105,38988,6,10/03/2025 20:28,136637,1,1,0,0,0,0,0,0,0,0,0,0,0,14.63732371,136637,0,136637,136637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,7.318661856,7.318661856,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,3630,0,0,0,0,0,0,0,0,0,0,No Label
10.42.0.21-52.70.227.26-56052-443-6,10.42.0.21,56052,52.70.227.26,443,6,10/03/2025 20:28,1011200,13,10,815,6862,547,0,62.69230769,153.8816562,1360,0,686.2,683.8493661,7591.969937,22.74525316,45963.63636,63025.33387,253753,15,911175,75931.25,83802.08704,253753,88,961979,106886.5556,148331.8158,461337,15,0,0,0,0,260,208,12.85601266,9.889240506,0,1360,319.875,543.6240159,295527.0707,0,1,0,0,0,0,0,0,0,333.7826087,62.69230769,686.2,0,0,0,0,0,0,13,815,10,6862,-1,65535,3,0,0,0,0,0,0,0,0,0,No Label
10.42.0.21-52.70.227.26-56052-443-6,52.70.227.26,443,10.42.0.21,56052,6,10/03/2025 20:28,60,1,1,0,0,0,0,0,0,0,0,0,0,0,33333.33333,60,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,16666.66667,16666.66667,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,65535,0,0,0,0,0,0,0,0,0,0,No Label
10.42.0.21-10.42.0.105-9999-33232-6,10.42.0.105,33232,10.42.0.21,9999,6,10/03/2025 20:28,49415,4,7,106,49,106,0,26.5,53,49,0,7,18.52025918,3136.699383,222.6044723,4941.5,13409.40039,42953,3,49115,16371.66667,26446.85194,46883,7,47738,7956.333333,17227.97962,42953,4,0,0,0,0,80,164,80.94708085,141.6573915,0,106,12.91666667,32.52260286,1057.719697,0,1,0,0,0,0,0,0,1,14.09090909,26.5,7,0,0,0,0,0,0,4,106,7,49,-1,4356,1,0,0,0,0,0,0,0,0,0,No Label
10.42.0.21-10.42.0.105-9999-33232-6,10.42.0.21,9999,10.42.0.105,33232,6,10/03/2025 20:28,138114,1,1,0,0,0,0,0,0,0,0,0,0,0,14.48079123,138114,0,138114,138114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,7.240395615,7.240395615,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,3630,0,0,0,0,0,0,0,0,0,0,No Label
10.42.0.21-52.70.227.26-56053-443-6,10.42.0.21,56053,52.70.227.26,443,6,10/03/2025 20:28,1072003,13,10,814,6861,546,0,62.61538462,153.6194098,1360,0,686.1,683.7617275,7159.494889,21.45516384,48727.40909,64125.03265,255906,23,966538,80544.83333,83887.54577,255906,100,1019332,113259.1111,151104.7395,463508,23,0,0,0,0,260,208,12.12683173,9.328332104,0,1360,319.7916667,543.533446,295428.6069,0,1,0,0,0,0,0,0,0,333.6956522,62.61538462,686.1,0,0,0,0,0,0,13,814,10,6861,-1,65535,3,0,0,0,0,0,0,0,0,0,No Label
10.42.0.21-52.70.227.26-56053-443-6,52.70.227.26,443,10.42.0.21,56053,6,10/03/2025 20:28,46,1,1,0,0,0,0,0,0,0,0,0,0,0,43478.26087,46,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,21739.13043,21739.13043,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,65535,0,0,0,0,0,0,0,0,0,0,No Label
10.42.0.21-10.42.0.105-9999-47494-6,10.42.0.105,47494,10.42.0.21,9999,6,10/03/2025 20:28,26801,4,7,93,83,93,0,23.25,46.5,83,0,11.85714286,31.37105126,6566.919145,410.4324466,2680.1,5572.386153,18359,4,26565,8855,12471.63915,23256,1641,25697,4282.833333,6993.288881,18359,106,0,0,0,0,80,164,149.2481624,261.1842842,0,93,14.66666667,34.32023875,1177.878788,0,1,0,0,0,0,0,0,1,16,23.25,11.85714286,0,0,0,0,0,0,4,93,7,83,-1,4356,1,0,0,0,0,0,0,0,0,0,No Label
10.42.0.21-10.42.0.105-9999-47494-6,10.42.0.21,9999,10.42.0.105,47494,6,10/03/2025 20:28,144959,1,1,0,0,0,0,0,0,0,0,0,0,0,13.79700467,144959,0,144959,144959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,6.898502335,6.898502335,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,3630,0,0,0,0,0,0,0,0,0,0,No Label
10.42.0.21-10.42.0.105-9999-47494-6,10.42.0.21,9999,10.42.0.105,47494,6,10/03/2025 20:28,2322416,1,1,0,0,0,0,0,0,0,0,0,0,0,0.861172159,2322416,0,2322416,2322416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.430586079,0.430586079,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,4356,0,0,0,0,0,0,0,0,0,0,No Label
10.42.0.105-74.125.71.94-56652-80-6,10.42.0.105,56652,74.125.71.94,80,6,10/03/2025 20:28,37894,2,5,227,146,227,0,113.5,160.5132393,146,0,29.2,65.29318494,9843.246952,184.7258141,6315.666667,7041.507102,14101,14,113,113,0,113,113,37894,9473.5,11574.74108,23708,14,0,0,0,0,64,176,52.77880403,131.9470101,0,227,46.625,89.00551749,7921.982143,0,1,0,0,0,0,0,0,2,53.28571429,113.5,29.2,0,0,0,0,0,0,2,227,5,146,-1,1050,1,0,0,0,0,0,0,0,0,0,No Label
10.42.0.105-74.125.71.94-56652-80-6,10.42.0.105,56652,74.125.71.94,80,6,10/03/2025 20:28,5596,1,1,0,0,0,0,0,0,0,0,0,0,0,357.3981415,5596,0,5596,5596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,178.6990708,178.6990708,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,66,0,0,0,0,0,0,0,0,0,0,No Label
10.42.0.105-108.177.15.103-44148-443-6,10.42.0.105,44148,108.177.15.103,443,6,10/03/2025 20:28,86310,5,8,865,1007,567,0,173,240.1541172,789,0,125.875,278.5905534,21689.25965,150.6198586,7192.5,6673.292775,19011,20,48535,12133.75,8624.070708,21657,2777,86310,12330,12225.6649,30080,20,0,0,0,0,160,272,57.93071487,92.68914378,0,789,133.7142857,248.0807649,61544.06593,0,1,0,0,0,0,0,0,1,144,173,125.875,0,0,0,0,0,0,5,865,8,1007,-1,1048,3,0,0,0,0,0,0,0,0,0,No Label
10.42.0.105-108.177.15.103-44148-443-6,10.42.0.105,44148,108.177.15.103,443,6,10/03/2025 20:28,14070,2,1,24,0,24,0,12,16.97056275,0,0,0,0,1705.75693,213.2196162,7035,9442.703956,13712,358,358,358,0,358,358,0,0,0,0,0,0,0,0,0,64,32,142.1464108,71.0732054,0,24,6,12,144,0,0,0,0,1,0,0,0,0,8,12,0,0,0,0,0,0,0,2,24,1,0,-1,67,1,0,0,0,0,0,0,0,0,0,No Label
10.42.0.21-10.42.0.105-9999-47494-6,10.42.0.21,9999,10.42.0.105,47494,6,10/03/2025 20:28,9293957,1,1,0,0,0,0,0,0,0,0,0,0,0,0.215193593,9293957,0,9293957,9293957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.107596796,0.107596796,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,4356,0,0,0,0,0,0,0,0,0,0,No Label
10.42.0.21-10.42.0.105-9999-56916-6,10.42.0.105,56916,10.42.0.21,9999,6,10/03/2025 20:28,46036,4,7,95,62,95,0,23.75,47.5,62,0,8.857142857,23.43379733,3410.37449,238.9434356,4603.6,12231.54554,39370,134,43191,14397,22707.67837,40605,590,44554,7425.666667,15689.94614,39370,134,0,0,0,0,80,164,86.88852203,152.0549135,0,95,13.08333333,31.35560943,983.1742424,0,1,0,0,0,0,0,0,1,14.27272727,23.75,8.857142857,0,0,0,0,0,0,4,95,7,62,-1,4356,1,0,0,0,0,0,0,0,0,0,No Label
10.42.0.21-10.42.0.105-9999-56916-6,10.42.0.21,9999,10.42.0.105,56916,6,10/03/2025 20:28,142076,1,1,0,0,0,0,0,0,0,0,0,0,0,14.07697289,142076,0,142076,142076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,7.038486444,7.038486444,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,3630,0,0,0,0,0,0,0,0,0,0,No Label
10.42.0.21-10.42.0.105-9999-56916-6,10.42.0.21,9999,10.42.0.105,56916,6,10/03/2025 20:28,2322442,1,1,0,0,0,0,0,0,0,0,0,0,0,0.861162518,2322442,0,2322442,2322442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.430581259,0.430581259,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,4356,0,0,0,0,0,0,0,0,0,0,No Label
10.42.0.21-10.42.0.105-9999-34790-6,10.42.0.105,34790,10.42.0.21,9999,6,10/03/2025 20:28,247939,4,6,95,62,95,0,23.75,47.5,62,0,10.33333333,25.31139401,633.2202679,40.33250114,27548.77778,45217.02902,104845,5,142941,47647,82191.02887,142553,134,144556,28911.2,45768.02179,104995,109,0,0,0,0,80,144,16.13300046,24.19950068,0,95,14.27272727,32.60089235,1062.818182,0,1,0,0,0,0,0,0,1,15.7,23.75,10.33333333,0,0,0,0,0,0,4,95,6,62,-1,2904,1,0,0,0,0,0,0,0,0,0,No Label
10.42.0.21-10.42.0.105-9999-34790-6,10.42.0.21,9999,10.42.0.105,34790,6,10/03/2025 20:28,41404,2,1,0,0,0,0,0,0,0,0,0,0,0,72.45676746,20702,29271.39231,41400,4,41400,41400,0,41400,41400,0,0,0,0,0,0,0,0,0,40,20,48.30451164,24.15225582,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,2904,0,0,0,0,0,0,0,0,0,0,No Label
10.42.0.21-10.42.0.105-9999-34798-6,10.42.0.105,34798,10.42.0.21,9999,6,10/03/2025 20:29,99391,4,7,95,62,95,0,23.75,47.5,62,0,8.857142857,23.43379733,1579.619885,110.6740047,9939.1,30708.80421,97332,3,99138,33046,55863.30936,97545,10,98211,16368.5,39664.15099,97332,3,0,0,0,0,80,164,40.24509261,70.42891207,0,95,13.08333333,31.35560943,983.1742424,0,1,0,0,0,0,0,0,1,14.27272727,23.75,8.857142857,0,0,0,0,0,0,4,95,7,62,-1,4356,1,0,0,0,0,0,0,0,0,0,No Label
10.42.0.21-10.42.0.105-9999-34798-6,10.42.0.21,9999,10.42.0.105,34798,6,10/03/2025 20:29,142630,1,1,0,0,0,0,0,0,0,0,0,0,0,14.02229545,142630,0,142630,142630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,7.011147725,7.011147725,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,3630,0,0,0,0,0,0,0,0,0,0,No Label
10.42.0.21-10.42.0.105-9999-54488-6,10.42.0.105,54488,10.42.0.21,9999,6,10/03/2025 20:29,192557,4,7,95,62,95,0,23.75,47.5,62,0,8.857142857,23.43379733,815.3429893,57.12594193,19255.7,45325.66059,143775,62,191641,63880.33333,76757.26573,149960,2554,190489,31748.16667,56845.69536,143775,96,0,0,0,0,80,164,20.77306979,36.35287214,0,95,13.08333333,31.35560943,983.1742424,0,1,0,0,0,0,0,0,1,14.27272727,23.75,8.857142857,0,0,0,0,0,0,4,95,7,62,-1,4356,1,0,0,0,0,0,0,0,0,0,No Label
10.42.0.21-10.42.0.105-9999-54488-6,10.42.0.21,9999,10.42.0.105,54488,6,10/03/2025 20:29,135815,1,1,0,0,0,0,0,0,0,0,0,0,0,14.72591393,135815,0,135815,135815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,7.362956964,7.362956964,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,3630,0,0,0,0,0,0,0,0,0,0,No Label
10.42.0.21-10.42.0.105-9999-54504-6,10.42.0.105,54504,10.42.0.21,9999,6,10/03/2025 20:29,1317634,4,8,102,108,102,0,25.5,51,54,0,13.5,24.99714269,159.3765795,9.107233116,119784.9091,239604.4747,728010,65,1264651,421550.3333,717425.4599,1249919,65,1303047,186149.5714,285529.1838,728010,348,0,0,0,0,80,184,3.035744372,6.071488744,0,102,16.15384615,32.71555734,1070.307692,0,1,0,0,0,0,0,0,2,17.5,25.5,13.5,0,0,0,0,0,0,4,102,8,108,-1,4356,1,0,0,0,0,0,0,0,0,0,No Label
10.42.0.21-10.42.0.105-9999-54504-6,10.42.0.21,9999,10.42.0.105,54504,6,10/03/2025 20:29,122696,1,1,0,0,0,0,0,0,0,0,0,0,0,16.30044989,122696,0,122696,122696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,8.150224946,8.150224946,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,3630,0,0,0,0,0,0,0,0,0,0,No Label
10.42.0.21-10.42.0.105-9999-54520-6,10.42.0.105,54520,10.42.0.21,9999,6,10/03/2025 20:29,853478,4,6,142,86,142,0,35.5,71,86,0,14.33333333,35.10935298,267.142211,11.71676364,94830.88889,242435.8632,734786,477,850738,283579.3333,485156.6745,843787,1886,849612,169922.4,318901.2492,734786,477,0,0,0,0,80,144,4.686705457,7.030058185,0,142,20.72727273,47.78512511,2283.418182,0,1,0,0,0,0,0,0,1,22.8,35.5,14.33333333,0,0,0,0,0,0,4,142,6,86,-1,4356,1,0,0,0,0,0,0,0,0,0,No Label
10.42.0.21-10.42.0.105-9999-54520-6,10.42.0.21,9999,10.42.0.105,54520,6,10/03/2025 20:29,134255,2,1,0,0,0,0,0,0,0,0,0,0,0,22.34553648,67127.5,93908.73029,133531,724,133531,133531,0,133531,133531,0,0,0,0,0,0,0,0,0,40,20,14.89702432,7.44851216,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,4356,0,0,0,0,0,0,0,0,0,0,No Label
10.42.0.21-10.42.0.105-9999-58154-6,10.42.0.105,58154,10.42.0.21,9999,6,10/03/2025 20:29,170576,4,6,95,164,95,0,23.75,47.5,164,0,27.33333333,66.95271964,1518.384767,58.62489448,18952.88889,44954.50988,135952,125,169750,56583.33333,96414.92535,167910,134,140221,28044.2,60325.05582,135952,125,0,0,0,0,80,144,23.44995779,35.17493669,0,164,23.54545455,54.61018886,2982.272727,0,1,0,0,0,0,0,0,1,25.9,23.75,27.33333333,0,0,0,0,0,0,4,95,6,164,-1,4356,1,0,0,0,0,0,0,0,0,0,No Label
10.42.0.21-10.42.0.105-9999-58154-6,10.42.0.21,9999,10.42.0.105,58154,6,10/03/2025 20:29,113854,2,1,0,0,0,0,0,0,0,0,0,0,0,26.34953537,56927,79449.10372,113106,748,113106,113106,0,113106,113106,0,0,0,0,0,0,0,0,0,40,20,17.56635691,8.783178457,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,4356,0,0,0,0,0,0,0,0,0,0,No Label
10.42.0.21-10.42.0.105-9999-58168-6,10.42.0.105,58168,10.42.0.21,9999,6,10/03/2025 20:29,97156,4,7,95,164,95,0,23.75,47.5,164,0,23.42857143,61.98617357,2665.815801,113.2199761,9715.6,24463.32138,78765,5,87302,29100.66667,45440.91938,81473,134,91950,15325,31334.35477,78765,128,0,0,0,0,80,164,41.17090041,72.04907571,0,164,21.58333333,52.51053285,2757.356061,0,1,0,0,0,0,0,0,1,23.54545455,23.75,23.42857143,0,0,0,0,0,0,4,95,7,164,-1,4356,1,0,0,0,0,0,0,0,0,0,No Label
10.42.0.21-10.42.0.105-9999-58168-6,10.42.0.21,9999,10.42.0.105,58168,6,10/03/2025 20:29,137658,1,1,0,0,0,0,0,0,0,0,0,0,0,14.52875968,137658,0,137658,137658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,7.26437984,7.26437984,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,3630,0,0,0,0,0,0,0,0,0,0,No Label
10.42.0.105-99.80.98.228-39672-443-6,10.42.0.105,39672,99.80.98.228,443,6,10/03/2025 20:29,3262094,11,11,582,5259,268,0,52.90909091,103.7433897,1348,0,478.0909091,590.9071762,1790.567654,6.744134289,155337.8095,652809.9731,3003616,16,3207415,320741.5,943263.4142,3003616,89,242069,24206.9,22860.66454,59716,16,0,0,0,0,388,368,3.372067145,3.372067145,0,1348,253.9565217,460.2890869,211866.0435,0,1,0,0,0,0,0,0,1,265.5,52.90909091,478.0909091,0,0,0,0,0,0,11,582,11,5259,-1,486,3,0,0,0,0,0,0,0,0,0,No Label
10.42.0.105-99.80.98.228-39672-443-6,99.80.98.228,443,10.42.0.105,39672,6,10/03/2025 20:29,119,1,1,0,24,0,0,0,0,24,24,24,0,201680.6723,16806.72269,119,0,119,119,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,32,8403.361345,8403.361345,0,24,16,13.85640646,192,0,0,0,1,1,0,0,0,1,24,0,24,0,0,0,0,0,0,1,0,1,24,-1,486,0,0,0,0,0,0,0,0,0,0,No Label
10.42.0.105-99.80.98.228-39686-443-6,10.42.0.105,39686,99.80.98.228,443,6,10/03/2025 20:29,3190512,9,8,583,3948,269,0,64.77777778,112.4675262,1348,0,493.5,626.7742815,1420.14824,5.328298405,199407,754654.0879,3028871,32,3148295,393536.875,1064973.328,3028871,164,159685,22812.14286,21714.0657,46700,32,0,0,0,0,288,272,2.820863861,2.507434543,0,1348,251.7222222,466.3162024,217450.8007,0,1,0,0,0,0,0,0,0,266.5294118,64.77777778,493.5,0,0,0,0,0,0,9,583,8,3948,-1,486,3,0,0,0,0,0,0,0,0,0,No Label
10.42.0.105-99.80.98.228-39686-443-6,99.80.98.228,443,10.42.0.105,39686,6,10/03/2025 20:29,50,1,1,0,24,0,0,0,0,24,24,24,0,480000,40000,50,0,50,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,32,20000,20000,0,24,16,13.85640646,192,0,0,0,1,1,0,0,0,1,24,0,24,0,0,0,0,0,0,1,0,1,24,-1,486,0,0,0,0,0,0,0,0,0,0,No Label
10.42.0.105-99.80.98.228-42032-443-6,10.42.0.105,42032,99.80.98.228,443,6,10/03/2025 20:29,3208783,9,8,583,3949,269,0,64.77777778,112.4675262,1348,0,493.625,626.8950556,1412.373476,5.297958759,200548.9375,754377.7693,3029061,36,3158507,394813.375,1064539.303,3029061,232,171660,24522.85714,24391.84375,54234,36,0,0,0,0,288,272,2.804801696,2.493157063,0,1348,251.7777778,466.4135448,217541.5948,0,1,0,0,0,0,0,0,0,266.5882353,64.77777778,493.625,0,0,0,0,0,0,9,583,8,3949,-1,486,3,0,0,0,0,0,0,0,0,0,No Label
10.42.0.105-99.80.98.228-42032-443-6,99.80.98.228,443,10.42.0.105,42032,6,10/03/2025 20:29,25,1,1,0,24,0,0,0,0,24,24,24,0,960000,80000,25,0,25,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,32,40000,40000,0,24,16,13.85640646,192,0,0,0,1,1,0,0,0,1,24,0,24,0,0,0,0,0,0,1,0,1,24,-1,486,0,0,0,0,0,0,0,0,0,0,No Label
10.42.0.105-99.80.98.228-42044-443-6,10.42.0.105,42044,99.80.98.228,443,6,10/03/2025 20:29,3202400,9,7,592,3219,278,0,65.77777778,114.5314125,1348,0,459.8571429,558.6595351,1190.044966,4.99625281,213493.3333,761043.2213,2963708,51,3167024,395878,1038035.651,2963708,224,175843,29307.16667,24945.75367,65012,51,0,0,0,0,288,240,2.810392206,2.185860605,0,1348,224.1764706,406.388551,165151.6544,0,1,0,0,0,0,0,0,0,238.1875,65.77777778,459.8571429,0,0,0,0,0,0,9,592,7,3219,-1,486,3,0,0,0,0,0,0,0,0,0,No Label
10.42.0.105-99.80.98.228-42044-443-6,99.80.98.228,443,10.42.0.105,42044,6,10/03/2025 20:29,35,1,1,0,24,0,0,0,0,24,24,24,0,685714.2857,57142.85714,35,0,35,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,32,28571.42857,28571.42857,0,24,16,13.85640646,192,0,0,0,1,1,0,0,0,1,24,0,24,0,0,0,0,0,0,1,0,1,24,-1,486,0,0,0,0,0,0,0,0,0,0,No Label
10.42.0.105-99.80.98.228-42058-443-6,10.42.0.105,42058,99.80.98.228,443,6,10/03/2025 20:29,3213162,9,7,624,3076,310,0,69.33333333,122.184287,1348,0,439.4285714,551.5967298,1151.51368,4.979518617,214210.8,759658.3041,2959445,24,3152186,394023.25,1037079.134,2959445,177,191537,31922.83333,26559.5947,64468,24,0,0,0,0,288,240,2.800979222,2.178539395,0,1348,217.6470588,398.0136526,158414.8676,0,1,0,0,0,0,0,0,0,231.25,69.33333333,439.4285714,0,0,0,0,0,0,9,624,7,3076,-1,486,3,0,0,0,0,0,0,0,0,0,No Label
10.42.0.105-99.80.98.228-42058-443-6,99.80.98.228,443,10.42.0.105,42058,6,10/03/2025 20:29,43,1,1,0,24,0,0,0,0,24,24,24,0,558139.5349,46511.62791,43,0,43,43,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,32,23255.81395,23255.81395,0,24,16,13.85640646,192,0,0,0,1,1,0,0,0,1,24,0,24,0,0,0,0,0,0,1,0,1,24,-1,486,0,0,0,0,0,0,0,0,0,0,No Label
10.42.0.105-99.80.98.228-42060-443-6,10.42.0.105,42060,99.80.98.228,443,6,10/03/2025 20:29,3198846,9,8,624,3074,310,0,69.33333333,122.184287,1348,0,384.25,533.4464091,1156.041898,5.314416511,199927.875,736757.46,2962009,33,3162043,395255.375,1037638.533,2962009,153,183089,26155.57143,24545.11728,59615,33,0,0,0,0,288,272,2.813514624,2.500901888,0,1348,205.4444444,389.2755296,151535.4379,0,1,0,0,0,0,0,0,0,217.5294118,69.33333333,384.25,0,0,0,0,0,0,9,624,8,3074,-1,486,3,0,0,0,0,0,0,0,0,0,No Label
10.42.0.105-99.80.98.228-42060-443-6,99.80.98.228,443,10.42.0.105,42060,6,10/03/2025 20:29,28,1,1,0,24,0,0,0,0,24,24,24,0,857142.8571,71428.57143,28,0,28,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,32,35714.28571,35714.28571,0,24,16,13.85640646,192,0,0,0,1,1,0,0,0,1,24,0,24,0,0,0,0,0,0,1,0,1,24,-1,486,0,0,0,0,0,0,0,0,0,0,No Label
10.42.0.105-99.80.98.228-42072-443-6,10.42.0.105,42072,99.80.98.228,443,6,10/03/2025 20:29,3203459,9,8,624,3075,310,0,69.33333333,122.184287,1348,0,384.375,533.6175563,1154.689353,5.30676372,200216.1875,739152.5556,2971362,14,3156005,394500.625,1041603.319,2971362,1167,178381,25483,24434.48232,51624,14,0,0,0,0,288,272,2.809463146,2.497300574,0,1348,205.5,389.3991223,151631.6765,0,1,0,0,0,0,0,0,0,217.5882353,69.33333333,384.375,0,0,0,0,0,0,9,624,8,3075,-1,486,3,0,0,0,0,0,0,0,0,0,No Label
10.42.0.105-99.80.98.228-42072-443-6,99.80.98.228,443,10.42.0.105,42072,6,10/03/2025 20:29,36,1,1,0,24,0,0,0,0,24,24,24,0,666666.6667,55555.55556,36,0,36,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,32,27777.77778,27777.77778,0,24,16,13.85640646,192,0,0,0,1,1,0,0,0,1,24,0,24,0,0,0,0,0,0,1,0,1,24,-1,486,0,0,0,0,0,0,0,0,0,0,No Label
10.42.0.105-99.80.98.228-42076-443-6,10.42.0.105,42076,99.80.98.228,443,6,10/03/2025 20:29,3439201,9,9,623,3619,309,0,69.22222222,121.9382813,1348,0,402.1111111,501.8621435,1233.42602,5.233773775,202305.9412,716478.6137,2973521,31,3400853,425106.625,1035879.178,2973521,1061,414310,51788.75,80717.65738,245191,31,0,0,0,0,288,304,2.616886887,2.616886887,0,1348,223.2631579,386.2324922,149175.538,0,1,0,0,0,0,0,0,1,235.6666667,69.22222222,402.1111111,0,0,0,0,0,0,9,623,9,3619,-1,486,3,0,0,0,0,0,0,0,0,0,No Label
10.42.0.105-99.80.98.228-42076-443-6,99.80.98.228,443,10.42.0.105,42076,6,10/03/2025 20:29,57,1,1,0,24,0,0,0,0,24,24,24,0,421052.6316,35087.7193,57,0,57,57,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,32,17543.85965,17543.85965,0,24,16,13.85640646,192,0,0,0,1,1,0,0,0,1,24,0,24,0,0,0,0,0,0,1,0,1,24,-1,486,0,0,0,0,0,0,0,0,0,0,No Label
10.42.0.105-99.80.98.228-42076-443-6,10.42.0.105,42076,99.80.98.228,443,6,10/03/2025 20:29,39400,0,3,0,24,0,0,0,0,24,0,8,13.85640646,609.1370558,76.14213198,19700,19113.0963,33215,6185,0,0,0,0,0,39400,19700,19113.0963,33215,6185,0,0,0,0,0,108,0,76.14213198,0,24,6,12,144,1,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,3,24,-1,486,0,0,0,0,0,0,0,0,0,0,No Label
