Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
10.42.0.105-40.101.121.2-46736-443-6,10.42.0.105,46736,40.101.121.2,443,6,07/08/2025 11:38:29 AM,1181369,20,18,5769.0,6959.0,1348.0,0.0,288.45000000000005,516.8892251272332,1348.0,0.0,386.6111111111112,536.6580835996141,10773.941080221337,32.166071735418825,31928.891891891893,133642.71189855097,813255.0,2.0,1160970.0,61103.68421052631,185056.40514570224,813255.0,7.0,360658.0,21215.17647058823,34722.686815026456,104009.0,2.0,0,0,0,0,640,592,16.92951143969412,15.236560295724708,0.0,1348.0,326.3589743589744,517.4061057550487,267709.07827260456,0,1,0,0,0,0,0,0,0.0,334.94736842105266,288.45,386.6111111111111,0,0,0,0,0,0,20,5769,18,6959,-1,16382,7,0,0,0,0,0,0,0,0,0,No Label
10.42.0.1-10.42.0.105-53-43229-17,10.42.0.105,43229,10.42.0.1,53,17,07/08/2025 11:23:29 AM,18032,0,2,0.0,76.0,0,0,0,0,46.0,30.0,38.0,11.313708498984761,4214.729370008873,110.9139307897072,18032.0,0.0,18032.0,18032.0,0,0,0,0,0,18032.0,18032.0,0.0,18032.0,18032.0,0,0,0,0,0,16,0.0,110.9139307897072,30.0,46.0,35.333333333333336,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,0.0,53.0,0.0,38.0,0,0,0,0,0,0,0,0,2,76,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
136.142.2.3-0.135.254.3-0-0-0,136.142.2.3,0,0.135.254.3,0,0,07/08/2025 11:37:26 AM,157,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12738.853503184713,157.0,0.0,157.0,157.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6369.426751592357,6369.426751592357,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
10.42.0.105-99.80.98.228-46170-443-6,10.42.0.105,46170,99.80.98.228,443,6,07/08/2025 11:23:54 AM,249,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20080.321285140562,62.24999999999999,103.93066599100256,218.0,4.0,31.0,10.333333333333334,5.507570547286102,14.0,4.0,0,0,0,0,0,0,0,0,0,80,20,16064.257028112452,4016.064257028113,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
10.42.0.105-46.137.2.163-56850-443-6,10.42.0.105,56850,46.137.2.163,443,6,07/08/2025 11:35:05 AM,51803318,51,64,828.0,47405.0,359.0,0.0,16.23529411764706,61.16815780626194,1348.0,0.0,740.703125,516.9650038718044,931.0793567315515,2.219935024239181,454415.0701754385,1979940.1546347486,1.8727365E7,2.0,5.1754773E7,1035095.4600000001,2924884.8462685286,1.8733877E7,39.0,5.0262057E7,797810.4285714284,2618723.5195725868,1.8733716E7,2.0,0,0,0,0,1708,2064,0.9844929237930281,1.2354421004461529,0.0,1348.0,415.801724137931,528.2877545894618,279087.95164917543,0,1,0,0,0,0,0,0,1.0,419.4173913043478,16.235294117647058,740.703125,0,0,0,0,0,0,51,828,64,47405,-1,486,8,0,9530758.0,7579372.935734987,1.4890184E7,4171332.0,1.32548885E7,7739250.486068047,1.8727365E7,7782412.0,No Label
10.42.0.1-10.42.0.21-53-6780-17,10.42.0.21,6780,10.42.0.1,53,17,07/08/2025 11:33:04 AM,23387,0,2,0.0,174.0,0,0,0,0,135.0,39.0,87.0,67.88225099390856,7440.030786334288,85.5175952452217,23387.0,0.0,23387.0,23387.0,0,0,0,0,0,23387.0,23387.0,0.0,23387.0,23387.0,0,0,0,0,0,16,0.0,85.5175952452217,39.0,135.0,71.0,55.42562584220407,3072.0,0,0,0,0,0,0,0,0,0.0,106.5,0.0,87.0,0,0,0,0,0,0,0,0,2,174,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
10.42.0.105-99.80.98.228-55210-443-6,10.42.0.105,55210,99.80.98.228,443,6,07/08/2025 11:43:40 AM,2280,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,877.1929824561404,2280.0,0.0,2280.0,2280.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,438.5964912280702,438.5964912280702,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
10.42.0.105-99.80.98.228-41220-443-6,10.42.0.105,41220,99.80.98.228,443,6,07/08/2025 11:24:28 AM,91,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21978.021978021978,91.0,0.0,91.0,91.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10989.010989010989,10989.010989010989,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
10.42.0.1-10.42.0.105-53-2403-17,10.42.0.105,2403,10.42.0.1,53,17,07/08/2025 11:46:41 AM,20475,0,2,0.0,272.0,0,0,0,0,239.0,33.0,136.0,145.6639969244288,13284.493284493285,97.68009768009767,20475.0,0.0,20475.0,20475.0,0,0,0,0,0,20475.0,20475.0,0.0,20475.0,20475.0,0,0,0,0,0,16,0.0,97.68009768009767,33.0,239.0,101.66666666666667,118.93415545306291,14145.333333333334,0,0,0,0,0,0,0,0,0.0,152.5,0.0,136.0,0,0,0,0,0,0,0,0,2,272,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
10.42.0.105-99.80.98.228-48092-443-6,10.42.0.105,48092,99.80.98.228,443,6,07/08/2025 11:32:30 AM,50,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,50.0,0.0,50.0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
10.42.0.105-99.80.98.228-40458-443-6,10.42.0.105,40458,99.80.98.228,443,6,07/08/2025 11:35:20 AM,42,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47619.04761904762,42.0,0.0,42.0,42.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,23809.52380952381,23809.52380952381,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
10.42.0.1-10.42.0.105-53-46272-17,10.42.0.105,46272,10.42.0.1,53,17,07/08/2025 11:38:36 AM,74,0,2,0.0,160.0,0,0,0,0,128.0,32.0,80.0,67.88225099390856,2162162.1621621624,27027.027027027027,74.0,0.0,74.0,74.0,0,0,0,0,0,74.0,74.0,0.0,74.0,74.0,0,0,0,0,0,16,0.0,27027.027027027027,32.0,128.0,64.0,55.42562584220407,3072.0,0,0,0,0,0,0,0,0,0.0,96.0,0.0,80.0,0,0,0,0,0,0,0,0,2,160,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
10.42.0.1-10.42.0.105-53-45250-17,10.42.0.105,45250,10.42.0.1,53,17,07/08/2025 11:36:44 AM,12841,0,2,0.0,120.0,0,0,0,0,68.0,52.0,60.0,11.313708498984761,9345.066583599408,155.7511097266568,12841.0,0.0,12841.0,12841.0,0,0,0,0,0,12841.0,12841.0,0.0,12841.0,12841.0,0,0,0,0,0,16,0.0,155.7511097266568,52.0,68.0,57.333333333333336,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,0.0,86.0,0.0,60.0,0,0,0,0,0,0,0,0,2,120,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
10.42.0.105-99.80.98.228-41664-443-6,10.42.0.105,41664,99.80.98.228,443,6,07/08/2025 11:45:58 AM,52,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38461.53846153846,52.0,0.0,52.0,52.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,19230.76923076923,19230.76923076923,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
10.42.0.105-52.208.80.147-57454-443-6,10.42.0.105,57454,52.208.80.147,443,6,07/08/2025 11:43:35 AM,4963059,11,11,3708.0,3701.0,1348.0,0.0,337.0909090909091,505.72966188378837,1288.0,0.0,336.45454545454544,532.2791304637752,1492.8293215937992,4.432750043874151,236336.14285714287,936595.273304125,4318020.0,3.0,4701956.0,470195.6,1352936.4862963983,4318020.0,6.0,590122.0,59012.2,84606.44030490034,251140.0,3.0,0,0,0,0,352,380,2.2163750219370755,2.2163750219370755,0.0,1348.0,322.13043478260875,499.9692085380519,249969.209486166,0,1,0,0,0,0,0,0,1.0,336.77272727272725,337.09090909090907,336.45454545454544,0,0,0,0,0,0,11,3708,11,3701,-1,246,5,0,0,0,0,0,0,0,0,0,No Label
10.42.0.105-99.80.98.228-51708-443-6,10.42.0.105,51708,99.80.98.228,443,6,07/08/2025 11:41:29 AM,52,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38461.53846153846,52.0,0.0,52.0,52.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,19230.76923076923,19230.76923076923,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
10.42.0.105-99.80.98.228-33658-443-6,10.42.0.105,33658,99.80.98.228,443,6,07/08/2025 11:22:30 AM,59,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33898.30508474576,59.0,0.0,59.0,59.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,16949.15254237288,16949.15254237288,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
10.42.0.21-18.208.42.230-60819-443-6,10.42.0.21,60819,18.208.42.230,443,6,07/08/2025 11:29:50 AM,1079591,13,10,814.0,6863.0,546.0,0.0,62.61538461538461,153.61940983132007,1360.0,0.0,686.3000000000001,643.8935471023141,7111.026305332297,21.304364337976143,49072.318181818184,62099.12757410822,247792.0,7.0,984477.0,82039.74999999999,80304.19731147874,247792.0,96.0,1038693.0,115410.33333333333,141012.70019044384,456065.0,7.0,0,0,0,0,260,208,12.041597234508254,9.262767103467887,0.0,1360.0,319.875,524.1947292089408,274780.11413043475,0,1,0,0,0,0,0,0,0.0,333.7826086956522,62.61538461538461,686.3,0,0,0,0,0,0,13,814,10,6863,-1,65535,3,0,0,0,0,0,0,0,0,0,No Label
